Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
一変＜する＞,いっぺん＜する＞,Hoàn toàn thay đổi,N2,日本（にほん）で暮（く）らし始（はじ）めた日（ひ）から、生活（せいかつ）が一変（いっぺん）した。,0,0,False
アンテナ,アンテナ,Ăng-ten,N2,①テレビのアンテナが古（ふる）かったので、取り替（とりか）えた。,0,0,False
いっそ,いっそ,"Thà vậy, thà rằng",N2,また海（うみ）に行（い）ったの？いっそ沖縄（おきなわ）で暮（く）らしたら？,0,0,False
政策,せいさく,Chính sách,N2,選挙（せんきょ）の前（まえ）に、それぞれの政党（せいとう）の政策（せいさく）を調（しら）べる。,0,0,False
治める,おさめる,"Trị, thống trị, cai trị",N2,政府（せいふ）は国（くに）を正（まさ）しく迨めなければいけない。,0,0,False
政党,せいとう,đảng chính trị,N2,この候補（こうほ）者（しゃ）は政党（せいとう）に属（ぞく）していない。,0,0,False
掲げる,かかげる,"Đưa ra, giương cao",N2,①この政党（せいとう）は福祉（ふくし）の充実（じゅうじつ）を政策（せいさく）に掲（かか）げている。,0,0,False
外交,がいこう,Ngoại giao,N2,政府（せいふ）は处交の問題（もんだい）を一（ひと）つずつ解決（かいけつ）している。,0,0,False
コメント＜する＞,コメント＜する＞,Bình luận,N2,首相（しゅしょう）がA国（こく）訪問（ほうもん）についてコメントした。,1,0,False
発言＜する＞,はつげん＜する＞,"Sự phát ngôn, phát biểu",N2,政治（せいじ）家（か）の発言（はつげん）が世間（せけん）で問題（もんだい）になっている。,0,0,False
国会＜する＞,こっかい＜する＞,Quốc hội,N2,国会（こっかい）の生放送（なまほうそう）を見（み）る。,0,0,False
議論＜する＞,ぎろん＜する＞,Sự tranh luận,N2,国会（こっかい）で予算（よさん）に関する議論（ぎろん）が続（つづ）いている。,0,0,False
延びる,のびる,"Kéo dài, giãn ra",N2,国会（こっかい）の日程（にってい）が延（の）びた。,0,0,False
大臣,だいじん,Bộ trưởng,N2,お金の問題（もんだい）で大臣（だいじん）が交替（こうたい）した。,0,0,False
議員,ぎいん,Nghị sỹ,N2,彼（かれ）は国会（こっかい）議員（ぎいん）になるのが夢（ゆめ）らしい。,0,0,False
選挙＜する＞,せんきょ＜する＞,Việc bầu cử,N2,来月（らいげつ）、全国（ぜんこく）的（てき）な選挙（せんきょ）が行（おこな）われる。,0,0,False
演説＜する＞,えんぜつ＜する＞,"Sự diễn thuyết, bài diễn thuyết",N2,選挙（せんきょ）の候補（こうほ）者（しゃ）が駅前（えきまえ）で演説（えんぜつ）する。,0,0,False
支持＜する＞,しじ＜する＞,Sự ủng hộ,N2,どの政党（せいとう）を支持（しじ）するかは国民（こくみん）の自由（じゆう）だ。,0,0,False
各々,おのおの,"Mỗi, từng",N2,会場（かいじょう）で各々（おのおの）、補（ほ）者（しゃ）の名前（なまえ）を書（か）いて箱（はこ）に入（い）れる。,0,0,False
莫大な,ばくだいな,"To lớn, khổng lồ",N2,選挙（せんきょ）には莫大（ばくだい）な費用（ひよう）がかかる。,0,0,False
不正＜な＞,ふせい＜な＞,"Sự bất chính, bất chính",N2,選挙（せんきょ）活動（かつどう）で不正（ふせい）は許（ゆる）されない。（名）,0,0,False
思想,しそう,Tư tưởng,N2,日本（にほん）には思想（しそう）の自由（じゆう）がある。,0,0,False
改正＜する＞,かいせい＜する＞,"Sự thay đổi, chỉnh sửa",N2,犯罪（はんざい）に関する法律（ほうりつ）が改正（かいせい）された。,0,0,False
実施＜する＞,じっし＜する＞,"Sự thực thi, tiến hành",N2,明日（あした）から新（あたら）しい法律（ほうりつ）が実施（じっし）される。,0,0,False
要素,ようそ,"Nhân tố, yếu tố",N2,政治（せいじ）家（か）にとって、スピーチ力（りょく）も不可欠（ふかけつ）な要素（ようそ）だ。,0,0,False
成立＜する＞,せいりつ＜する＞,Sự thành lập,N2,今年度（こんねんど）の予算（よさん）が成立（せいりつ）した。,0,0,False
事実,じじつ,Sự thật,N2,政府（せいふ）は国民（こくみん）に事実（じじつ）を伝（つた）えなければならない。,0,0,False
隠す,かくす,Che giấu,N2,あの政治（せいじ）家（か）は何（なに）か隠（かく）しているようだ。,0,0,False
抱える,かかえる,"Đối mặt, ôm",N2,①この国（くに）は大（おお）きな問題（もんだい）を抱（かか）えている。,0,0,False
支配＜する＞,しはい＜する＞,"Sự chi phối, cai trị",N2,A大統領（だいとうりょう）は、あの国（くに）を30年（ねん）も支配（しはい）していた。,0,0,False
非難＜する＞,ひなん＜する＞,"Sự trách móc, đổ lỗi",N2,若者（わかもの）の多（おお）くが大統領（だいとうりょう）の経済（けいざい）政策（せいさく）を非難（ひなん）している。,0,0,False
要求＜する＞,ようきゅう＜する＞,"Sự yêu câu, đòi hỏi",N2,国民（こくみん）は大統領（だいとうりょう）に辞任（じにん）を要求（ようきゅう）した。,0,0,False
デモ＜する＞,デモ＜する＞,"Cuộc biểu tình, sự biểu tình",N2,先週（せんしゅう）の日曜日（にちようび）にデモが行（おこな）われた。,0,0,False
およそ,およそ,Khoảng chừng,N2,およそ10万（まん）人（にん）がデモに参加（さんか）した。,0,0,False
関連＜する＞,かんれん＜する＞,Sự liên quan,N2,私（わたし）は政治（せいじ）関連（かんれん）のニュースをよく見（み）る。,0,0,False
生産＜する＞,せいさん＜する＞,Sự sản xuất,N2,私（わたし）の田舎（いなか）では米（べい）の生産（せいさん）が盛（さか）んだ。,0,0,False
供給＜する＞,きょうきゅう＜する＞,Sự cung cấp,N2,需要（じゅよう）と供給（きょうきゅう）のバランスは重要（じゅうよう）だ。,0,0,False
栽培＜する＞,さいばい＜する＞,Sự trồng trọt,N2,この地域（ちいき）では、いちごを栽培（さいばい）している。,0,0,False
農家,のうか,Nông dân,N2,野菜（やさい）は知り合（しりあ）いの農家（のうか）から直接（ちょくせつ）買（か）っている。,0,0,False
作物,さくもつ,"Hoa màu, cây trồng",N2,農家（のうか）の人達（ひとたち）は愛情（あいじょう）を込（こ）めて作物（さくもつ）を育（そだ）てている。,0,0,False
漁業,ぎょぎょう,"Ngư nghiệp, nghề chài lưới",N2,父（ちち）は漁業（ぎょぎょう）で一家（いっか）を支（ささ）えている。,0,0,False
栄える,さかえる,"Phồn vinh, hưng thịnh",N2,この島（しま）は漁業（ぎょぎょう）で栄（さか）えている。,0,0,False
普及<する>,ふきゅう<する>,"Sự phổ cập, phổ biến",N2,,0,0,False
急増＜する＞,きゅうぞう＜する＞,"Sự tăng nhanh, tăng đột ngột",N2,この辺（あた）りは最近（さいきん）観光（かんこう）客（きゃく）が急増（きゅうぞう）している。,0,0,False
情緒,じょうちょ,"Trữ tình, cảm xúc",N2,この町（まち）は情緒（じょうちょ）があるので、観光（かんこう）客（きゃく）が多（おお）くく訪（おとず）れる。,0,0,False
向上＜する＞,こうじょう＜する＞,"Sự tăng cường, nâng cao",N2,新（あたら）しい技術（ぎじゅつ）で、この工場（こうじょう）の生産（せいさん）性（せい）が向上（こうじょう）した。,0,0,False
構成＜する＞,こうせい＜する＞,"Sự hình thành, tạo thành",N2,地元（じもと）の商品（しょうひん）を開発（かいはつ）するため、チームが構成（こうせい）された。,0,0,False
重視＜する＞,じゅうし＜する＞,Sự xem trọng,N2,A国（こく）では観光（かんこう）やサービス産業（さんぎょう）を重視（じゅうし）している。,0,0,False
提案＜する＞,ていあん＜する＞,Đề án,N2,地元（じもと）の産業（さんぎょう）を生（い）かした商品（しょうひん）を提案（ていあん）する。,0,0,False
検討＜する＞,けんとう＜する＞,"Sự cân nhắc, nghiên cứu, bàn thảo",N2,私（わたし）の会社（かいしゃ）では新（あたら）しい工場（こうじょう）の建設（けんせつ）を検討（けんとう）している。,0,0,False
不可欠な,ふかけつな,Không thể thiếu,N2,この国（くに）には新（あたら）しい産業（さんぎょう）が不可欠（ふかけつ）だ。,0,0,False
妨げる,さまたげる,"Gây trở ngại, ảnh hưởng",N2,古（ふる）いルールが新（あたら）しい産業（さんぎょう）の発展（はってん）を妨（さまた）げている。,1,0,False
生える,はえる,Mọc,N2,春（はる）になって、畑（はたけ）に雑草（ざっそう）が生（は）えてきた。,0,0,False
著しい,いちじるしい,Đáng kể,N2,1960年代（ねんだい）の頃（ころ）から機械（きかい）工業（こうぎょう）が著（いちじる）しく進歩（しんぽ）した。,0,0,False
参考,さんこう,Sự thăm khảo,N2,このロボットは人間（にんげん）や動物（どうぶつ）の動（うご）きを参考（さんこう）にしている。,0,0,False
リスク,リスク,Rủi ro,N2,農業（のうぎょう）には常（つね）に自然（しぜん）災害（さいがい）というリスクがある。,0,0,False
現地,げんち,"(Nước, địa phương) sở tại, địa bàn",N2,A社（しゃ）は現地（げんち）を調査（ちょうさ）して、新（あたら）しい工場（こうじょう）を建（た）てた。,0,0,False
それで,それで,"Do đó, vì vậy",N2,日本（にほん）は物価（ぶっか）が高（たか）い。それで、バイトをしている。,0,0,False
そこで,そこで,Do vậy,N2,友達（ともだち）と食事（しょくじ）する予定（よてい）だ。そこで、ネットで評判（ひょうばん）のいい店（みせ）を調（しら）べた。,0,1,True
すると,すると,Thế là,N2,部下（ぶか）を叱（しか）った。すると、彼女（かのじょ）は泣（な）き出（だ）した。,0,0,False
なぜなら,なぜなら,Lý do là,N2,彼女（かのじょ）は人気（にんき）がある。なぜなら、気（き）が利（き）くからだ。,0,0,False
というのも,というのも,Là bởi vì,N2,最近（さいきん）、少（すこ）しやせた。というのも、忙（いそが）しいからだ。,0,0,False
つまり,つまり,Nghĩa là,N2,明日（あした）はテストだが、勉強（べんきょう）しない。つまり、あきらめたということだ。,0,0,False
いわゆる,いわゆる,Nói cách khác,N2,弟（おとうと）はゲームが大好（だいす）きで、いわゆるオタクだ。,0,0,False
その上,そのうえ,Hơn nữa,N2,この本（ほん）はわかりやすい。その上（うえ）、値段（ねだん）も安（やす）い。,0,0,False
